model_id,platform_id,model_family,model_version,model_variants,model_architecture,parameters_count,context_window_size,createdAt,updatedAt,model_type,token_limit,model_size,model_size_unit
model_1742675684184_537,platform_1742531574366_759,SAS Visual Data Mining & ML,1,,,,,2025-03-22T20:34:44.184Z,2025-03-22T21:09:17.656Z,AI Model,,,
model_1742675686172_967,platform_1742531574366_101,Scale Computing HC3 Edge,1,,,,,2025-03-22T20:34:46.172Z,2025-03-22T21:09:19.917Z,AI Model,,,
model_1742675688297_630,platform_1742531574367_209,Scenario,1,,,,,2025-03-22T20:34:48.297Z,2025-03-22T21:09:21.921Z,AI Model,,,
model_1742675690239_264,platform_1742531574367_674,Scoop.it,1,,,,,2025-03-22T20:34:50.239Z,2025-03-22T21:09:23.755Z,AI Model,,,
model_1742675692398_457,platform_1742531574368_656,Scoro,1,,Transformer,Unknown,,2025-03-22T20:34:52.398Z,2025-03-22T21:09:25.838Z,AI Model,,,
model_1742675694438_377,platform_1742531574368_537,Screaming Frog,1,,,,,2025-03-22T20:34:54.438Z,2025-03-22T21:09:27.838Z,AI Model,,,
model_1742675696449_196,platform_1742531574369_210,eldon,1,,Transformer,unknown,unknown,2025-03-22T20:34:56.449Z,2025-03-22T21:09:29.918Z,AI Model,,,
model_1742675698719_986,platform_1742531574369_323,Sembly AI,1,,,,,2025-03-22T20:34:58.719Z,2025-03-22T21:09:31.879Z,AI Model,,,
model_1742675701105_844,platform_1742531574370_623,SEMrush,1,,,,,2025-03-22T20:35:01.105Z,2025-03-22T21:09:34.339Z,AI Model,,,
model_1742675703167_286,platform_1742531574370_115,SendinBlue,1,,,,,2025-03-22T20:35:03.167Z,2025-03-22T21:09:37.015Z,AI Model,,,
model_1742675705337_110,platform_1742531574371_471,ShareASale,1,,,,,2025-03-22T20:35:05.337Z,2025-03-22T21:09:39.230Z,AI Model,,,
model_1742675707231_257,platform_1742531574371_131,SheetAI,1,,,,,2025-03-22T20:35:07.231Z,2025-03-22T21:09:42.641Z,AI Model,,,
model_1742675709156_297,platform_1742531574372_813,ShortlyAI,1,,Transformer,,,2025-03-22T20:35:09.156Z,2025-03-22T21:09:44.679Z,LLM,,,
model_1742675711195_606,platform_1742531574372_816,Shy Editor,1,,,,,2025-03-22T20:35:11.195Z,2025-03-22T21:09:46.607Z,AI Model,,,
model_1742675713239_17,platform_1742531574373_858,Sinequa,1,,Transformer,,,2025-03-22T20:35:13.239Z,2025-03-22T21:09:48.585Z,AI Model,,,
model_1742675717641_607,platform_1742531574373_535,Sipeed MAIX,1,,,,,2025-03-22T20:35:17.641Z,2025-03-22T21:09:50.736Z,AI Model,,,
model_1742675717641_872,platform_1742531574373_535,Sipeed MAIX,2,Edge,RISC-V,2M,,2025-03-22T20:35:17.641Z,2025-03-22T21:09:52.921Z,Embedded AI,,2,M
model_1742675720607_954,platform_1742531574374_474,Sisense,1,,,,,2025-03-22T20:35:20.607Z,2025-03-22T21:09:54.888Z,AI Model,,,
model_1742675722603_985,platform_1742531574374_212,Smaply,1,,,,,2025-03-22T20:35:22.603Z,2025-03-22T21:09:57.971Z,AI Model,,,
model_1742675724744_678,platform_1742531574375_835,Smartly.io,1,,,,,2025-03-22T20:35:24.744Z,2025-03-22T21:10:04.553Z,AI Model,,,
model_1742675727074_5,platform_1742531574376_29,Smartsheet,1,,Unknown,,,2025-03-22T20:35:27.074Z,2025-03-22T21:10:06.859Z,AI Model,,,
model_1742675729686_381,platform_1742531574377_423,Soundful,1,,,,,2025-03-22T20:35:29.686Z,2025-03-22T21:10:09.371Z,AI Model,,,
model_1742675732288_166,platform_1742531574377_190,Sourcely,1,,,,,2025-03-22T20:35:32.288Z,2025-03-22T21:10:11.376Z,AI Model,,,
model_1742675734364_207,platform_1742531574378_436,SparkBeyond,1,,,,,2025-03-22T20:35:34.364Z,2025-03-22T21:10:14.891Z,AI Model,,,
model_1742675736261_114,platform_1742531574379_374,DeepExpert (SparkCognition),1,,,,,2025-03-22T20:35:36.261Z,2025-03-22T21:10:17.140Z,AI Model,,,
model_1742675738366_162,platform_1742531574379_797,SparkCognition DeepNLP,1,,Transformer,,,2025-03-22T20:35:38.366Z,2025-03-22T21:10:19.297Z,LLM,,,
model_1742675740529_607,platform_1742531574379_15,SparkCognition Darwin,1,,,,,2025-03-22T20:35:40.529Z,2025-03-22T21:10:21.190Z,AI Model,,,
model_1742675742637_159,platform_1742531574380_961,Spellbook,1,,Transformer,13B,16K,2025-03-22T20:35:42.637Z,2025-03-22T20:35:42.637Z,LLM,16384,13,B
model_1742675744507_823,platform_1742531574380_123,Sprinklr,1,,,,,2025-03-22T20:35:44.507Z,2025-03-22T21:10:24.305Z,AI Model,,,
model_1742675746399_844,platform_1742531574381_464,SpyFu,1,,,,,2025-03-22T20:35:46.399Z,2025-03-22T21:10:26.295Z,AI Model,,,
model_1742675748444_160,platform_1742531574381_845,Squarespace AI,1,,,,,2025-03-22T20:35:48.444Z,2025-03-22T21:10:28.343Z,AI Model,,,
model_1742675749856_663,platform_1742531574382_811,Statista,1,,,,,2025-03-22T20:35:49.856Z,2025-03-22T21:10:30.221Z,AI Model,,,
model_1742675751734_233,platform_1742531574383_676,Stepsize,1,,,,,2025-03-22T20:35:51.734Z,2025-03-22T21:10:32.511Z,AI Model,,,
model_1742675753617_749,platform_1742531574383_513,Streak,1,,,,,2025-03-22T20:35:53.617Z,2025-03-22T21:10:34.493Z,AI Model,,,
model_1742675755109_111,platform_1742531574384_447,SurveyMonkey,1,,,,,2025-03-22T20:35:55.109Z,2025-03-22T21:10:36.785Z,AI Model,,,
model_1742675756661_321,platform_1742531574384_335,SWI-Prolog,1,,,,,2025-03-22T20:35:56.661Z,2025-03-22T21:10:38.652Z,AI Model,,,
model_1742675759248_749,platform_1742531574385_435,Sybill,1,,,,,2025-03-22T20:35:59.248Z,2025-03-22T21:10:40.709Z,AI Model,,,
model_1742675761178_421,platform_1742531574385_35,Syntiant,1,,,,,2025-03-22T20:36:01.178Z,2025-03-22T21:10:42.799Z,AI Model,,,
model_1742675763237_8,platform_1742531574386_208,Tableau,1,,,,,2025-03-22T20:36:03.237Z,2025-03-22T21:10:44.883Z,AI Model,,,
model_1742675765378_937,platform_1742531574387_403,Taboola,1,,,,,2025-03-22T20:36:05.378Z,2025-03-22T21:10:46.873Z,AI Model,,,
model_1742675767341_868,platform_1742531574387_331,Talkwalker,1,,Transformer,,,2025-03-22T20:36:07.341Z,2025-03-22T21:10:48.964Z,AI Model,,,
model_1742675769375_883,platform_1742531574388_21,Taranify,1,,Transformer,1B,8K,2025-03-22T20:36:09.375Z,2025-03-22T20:36:09.375Z,LLM,4096,1,B
model_1742675771665_48,platform_1742531574389_501,Taskade,1,,Transformer,1B,8K,2025-03-22T20:36:11.665Z,2025-03-22T20:36:11.665Z,LLM,4096,1,B
model_1742675773727_47,platform_1742531574389_871,Teamwork,1,,,,,2025-03-22T20:36:13.727Z,2025-03-22T21:10:52.853Z,AI Model,,,
model_1742675776026_17,platform_1742531574390_140,Hunyuan by Tencent,1,,Transformer,100B,16K,2025-03-22T20:36:16.026Z,2025-03-22T20:36:16.026Z,LLM,8192,100,B
model_1742675778264_783,platform_1742531574391_458,Seventh Sense,1,,,,,2025-03-22T20:36:18.264Z,2025-03-22T21:10:55.953Z,AI Model,,,
model_1742675780287_427,platform_1742531574391_265,The Trade Desk,1,,,,,2025-03-22T20:36:20.287Z,2025-03-22T21:10:57.855Z,AI Model,,,
model_1742675782480_319,platform_1742531574392_404,Tidio,1,,,,,2025-03-22T20:36:22.480Z,2025-03-22T21:10:59.947Z,AI Model,,,
model_1742675784489_237,platform_1742531574392_956,Topaz Labs Gigapixel AI,1,,,,,2025-03-22T20:36:24.489Z,2025-03-22T21:11:01.789Z,Image Enhancement,,,
model_1742675786615_525,platform_1742531574393_367,Traackr,1,,,,,2025-03-22T20:36:26.615Z,2025-03-22T21:11:03.739Z,AI Model,,,
model_1742675788686_34,platform_1742531574394_532,TripleLift,1,,,,,2025-03-22T20:36:28.686Z,2025-03-22T21:11:05.763Z,AI Model,,,
model_1742675790738_557,platform_1742531574395_775,Trustpilot,1,,Unknown,,,2025-03-22T20:36:30.738Z,2025-03-22T21:11:07.732Z,AI Model,,,
model_1742675792706_630,platform_1742531574395_347,Typeform,1,,,,,2025-03-22T20:36:32.706Z,2025-03-22T21:11:09.789Z,AI Model,,,
model_1742675796257_828,platform_1742531574396_627,Motion,1,,,,,2025-03-22T20:36:36.257Z,2025-03-22T21:11:13.171Z,AI Model,,,
model_1742675798194_183,platform_1742531574396_806,Wand.ai,1,,,,,2025-03-22T20:36:38.194Z,2025-03-22T21:11:15.323Z,AI Model,,,
model_1742675800309_900,platform_1742531574397_228,WhiteSmoke,1,,,,,2025-03-22T20:36:40.309Z,2025-03-22T21:11:17.422Z,AI Model,,,
model_1742675802363_194,platform_1742531574397_278,Widen,1,,,,,2025-03-22T20:36:42.363Z,2025-03-22T21:11:19.383Z,AI Model,,,
model_1742675805592_586,platform_1742531574398_672,WordStream,1,,,,,2025-03-22T20:36:45.592Z,2025-03-22T21:11:21.687Z,AI Model,,,
model_1742675808186_24,platform_1742531574399_286,Wordware,1,,Transformer,,,2025-03-22T20:36:48.186Z,2025-03-22T21:11:23.468Z,AI Model,,,
model_1742675810355_739,platform_1742531574399_407,Workato,1,,,,,2025-03-22T20:36:50.355Z,2025-03-22T21:11:25.475Z,AI Model,,,
model_1742675812830_930,platform_1742531574400_845,WorkOtter,1,,,,,2025-03-22T20:36:52.830Z,2025-03-22T21:11:27.291Z,AI Model,,,
model_1742675814933_139,platform_1742531574400_541,Wrike,1,,,,,2025-03-22T20:36:54.933Z,2025-03-22T21:11:29.214Z,AI Model,,,
model_1742675817089_475,platform_1742531574401_351,LAIKA,1,,,,,2025-03-22T20:36:57.089Z,2025-03-22T21:11:31.136Z,AI Model,,,
model_1742675818565_96,platform_1742531574401_944,XMind,1,,,,,2025-03-22T20:36:58.565Z,2025-03-22T21:11:33.214Z,AI Model,,,
model_1742675820701_85,platform_1742531574402_156,Yesware,1,,,,,2025-03-22T20:37:00.701Z,2025-03-22T21:11:35.525Z,AI Model,,,
model_1742675822740_519,platform_1742531574403_761,Yext,1,,,,,2025-03-22T20:37:02.740Z,2025-03-22T21:11:37.506Z,AI Model,,,
model_1742675824665_470,platform_1742531574403_999,Yomu,1,,Transformer,Unknown,,2025-03-22T20:37:04.665Z,2025-03-22T21:11:39.575Z,AI Model,,,
model_1742675826648_227,platform_1742531574404_390,Yotpo,1,,,,,2025-03-22T20:37:06.648Z,2025-03-22T21:11:41.986Z,AI Model,,,
model_1742675828155_386,platform_1742531574404_866,BERT,1,,Transformer,110M,,2025-03-22T20:37:08.155Z,2025-03-22T21:11:44.084Z,AI Model,,110,M
model_1742675830125_994,platform_1742531574405_184,Zendesk,1,,,,,2025-03-22T20:37:10.125Z,2025-03-22T21:11:46.246Z,AI Model,,,
model_1742675832150_575,platform_1742531574405_652,Zest AI,1,,,,,2025-03-22T20:37:12.150Z,2025-03-22T21:11:48.313Z,AI Model,,,
model_1742675834262_812,platform_1742531574406_448,Zoho CRM AI,1,,Transformer,,,2025-03-22T20:37:14.262Z,2025-03-22T21:11:50.494Z,AI Model,,,
model_1742675836283_375,platform_1742531574406_697,Zoho Projects,1,,,,,2025-03-22T20:37:16.283Z,2025-03-22T21:11:53.985Z,AI Model,,,
model_1742675838139_517,platform_1742531574407_500,Zoho Sheet's Zia,1,,,,,2025-03-22T20:37:18.139Z,2025-03-22T21:11:56.146Z,AI Model,,,
model_1742675840151_890,platform_1742531574407_49,Xtensio,1,Base,,,,2025-03-22T20:37:20.151Z,2025-03-22T21:11:57.976Z,AI Model,,,
model_1742675842218_580,platform_1742531574408_520,Yoast SEO,1,,,,,2025-03-22T20:37:22.218Z,2025-03-22T21:11:59.874Z,AI Model,,,
model_1742675844681_697,platform_1742531574408_859,YouChat,1,,Transformer,,,2025-03-22T20:37:24.681Z,2025-03-22T21:12:02.842Z,LLM,,,
model_1742675846545_113,platform_1742531574408_18,You.com,1,,Transformer,,,2025-03-22T20:37:26.545Z,2025-03-22T21:12:04.854Z,LLM,,,
model_1742675848540_322,platform_1742531574409_630,Zapier,1,,,,,2025-03-22T20:37:28.540Z,2025-03-22T21:12:07.021Z,AI Model,,,
model_1742675850504_168,platform_1742531574409_117,Zoho Social,1,,,,,2025-03-22T20:37:30.504Z,2025-03-22T21:12:09.192Z,AI Model,,,
